id_compratore,azienda,indirizzo,cap,citta,stato,fax,telefono,piva,italiano,tipo_pagamento,iva
538,"BOUVARD ITALIA SPA","Via Noemi Nigris,26","33034","33034 Fagagna (Ud) Italy",,,,"02042090304",1,,
510,"SOLE-MIZO  Zrt.","SZEGED","6728","BUDAPEST ut.6- Ungheria",,"+36 62 569 036","+36 62 569 000","HU17781767",0,,
53,"BIOALLEVA SRL","Via C. Colombo, 1","37030","Vago di Lavagno (VR)",,,"390458980943","03030240232",1,,
32,"DALLATORRE DOROTEA SRL","Via De San Gioan, 5 - 38010 Ville d’Anaunia TN","38010","Ville d’Anaunia (TN)",,,,"00253230221",1,,
531,"ALIMILK SRL","VIA MONTE GRAPPA 78","28100","28100 NOVARA
2810
28100 NOVARA NO
0 NOVARA NO",,,,"02283180038",1,,
545,"LUIGI ZAINI SPA","via C.Imbonati, 59","20159","MILANO, Italy",,,,"00868710153",1,,
546,"MORISCO DOLCIARIA","v. Borgo Vicenza, 111","35013","CITTADELLA/ PD, Italy",,,,"03821790379",1,,
547,"ALPHA TRADING COMPANY","Mr. van Coothstraat 9","5141 EP","WAALWIJK",,,,"NL003335665B01",0,,
549,"CASELLA BURRO SRL","V. BALILLA, 7/B","26036","Rivarolo del Re (CR)",,,,"00830350195",1,,
575,"IDO Ingredient Dairy Optimization","Rue Philippe Lebon , 46","35000","Rennes, Francia",,,,"FR34802342071",0,,
576,"Eredi Angelo Baruffaldi S.r.l.","Via Roma, 32","28060","Castellazzo Novarese  (NO)",,,,"00876500034",1,,
162,"PALUANI SPA","VIA DELL'ARTIGIANATO, 18","37062","DOSSOBUONO (VR)",,"0458600160","0458614411","00232080234",1,,
652,"B&B Corporation Srl","Via dell’industria 50","25030","ERBUSCO (BS) Italy",,,,"02728310984",1,,
534,"Del Fiore GmbH","Floßergasse,  2","81369"," München, Germany 
 80469 München",,,,"DE285277730",0,,
589,"VAN LEE melkprodukten
barneveld bv","Parmentierstraat 6
3772 MS BARNEVELD","3772","3772 MS BARNEVELD,NL",,,,"NL803258811B01",0,,
583,"WEERRIBBEN ZUIVEL BV","Veldhuisweg 9, 8362 VB  Nederland (ov.)","8362","Nederland- The Netherlands",,,,"NL855336493B01",0,,
591,"Finck Ghee GmbH","Gräfin-Monika-Str.31","88367","88367 Hohentengen, GERMANY",,,,"DE291365842",0,,
639,"La Lanterna Srl","Via Ventotene,4","40017","40017 S. M. Decima – BO",,,,"00690271200",1,,
429,"LACTO PRODUCTION (=LACTO FOOD)","ZI La Brohinière","F- 35360","Montauban de Bretagne, France",,,"00332 99 61 79 12","FR57441610557",0,,
643,"Cantarelli S.p.A.","Viale Duca Alessandro 90","43123","PARMA (Italy)",,,,"IT 00331730341",1,,
394,"Balconi S.p.A. 
Industria Dolciaria","Via XX Settembre, 51","20014"," Nerviano (MI)",,,,"IT07461160967",1,,
646,"TEDESCO SRL","Via dell'Innovazione Tecnologica, 4","06019","Z.I. Pierantonio - Umbertide -PG, ITALY",,,,"02097480517",1,,
250,"VALCOLATTE SRL","VIA FIRENZE, 15","29010","LOC. VALCONASSO, PONTENURE (PC)",,"0523 510404","0523 511820","01830250336",1,,
113,"PARMALAT SPA","Via Delle Nazioni Unite n. 4","43044","COLLECCHIO (PR), Italia",,"0521808322","05218081","IT-04030970968",1,,
617,"FOODCOM SA","Przyokopowa 31, Crown Square building 7 floor","01-208","WARSAWIA-POLAND",,,,"PL5213680286",0,,
642,"Fiordaliso Rappresentanze srls","Via lavagnini, 36"," 51031","PISTOIA, Italy",,,,"01948130479",1,,
678,"SPECCHIETTO SRL","C.da Monferrato snc","97012","Cchiaramonte Gulfi -Rg",,,,"01297410886",1,,
659,"LATTERIA  MORTARETTA  SRL","42046 Reggiolo (RE) Italia","42046","Via Cattanea, 66",,,,"00543760359",1,,
308,"GAMBINO IND.ALIM.SPA","Via.Don Luigi Sturzo, Z.I.","90044","CARINI (PA)",,,,"04558740827",1,,
294,"GRANAROLO SPA","Via Cadriano 27/2","40127","BOLOGNA",,,,"04119190371",1,,
663,"P.I.K.K.O DOOEL SKOPJE","STR.1523 NO.5,S.GORNO LISICE",,"01000 - REPUBLIC OF NORTH MACEDONIA",,,,"4030001413628",0,,
666,"GERIT LATTE s.r.l.","via Giustiniano, 30","04100","Latina (LT) 04100, Italy",,,,"02863840597",1,,
662,"Grandi Pastai Italiani Spa","Via Sant' Orsola 2/A","42015","42015 Correggio (RE) - Italia",,,,"IT02249360351",1,,
670,"Società Ingredienti e Additivi - S.I.A. Srl","Via Lavoratori Autobianchi 1, Edif. 13/E","20832","20832 Desio (MB)",,,,"IT 12336530154",1,,
265,"UNIGRA' S.P.A.","Via Gardizza, 9/b","48017","Conselice (RA)",,"0545 85061","0545 989511","02403240399",1,,
675,"BEPPINO OCCELLI I FORMAGGI SRL","via Stazione,5 - Loc.PRELLA 65/B","12060","12060 Farigliano (CN)",,,,"IT02076400049",1,,
692,"2745  Kőröstetétlen","Abonyi u. 2.",,"UNGHERIA",,,,"10637959-2-44",0,,
323,"Azienda Casearia Caponera S.r.l.","Via Casalone, 262","06034","Colfiorito",,,,"01866280546",1,,
151,"GOLDIM spol. s r.o..","Michelska 18/12a","140 00","140 00 Prague 4 (CZ)",,"+420381504276","+420381521281","CZ47117885",0,,
610,"Alta Tuscia Formaggi Srl","S.S. Umbro Casentinese Km 9,0","01022","01022 BAGNOREGIO (VT)-Italy",,,,"13106200150",1,,
13,"Gelato d'Italia – Indian S.r.l.","VIA DELL' INDUSTRIA, 52","42025","CAVRIAGO (RE)",,"39 0522 941108","39 0522 941195"," 00914530357",1,,
383,"Prontofoods S.p.A.","via Grazia Deledda, 43","25018","MONTICHIARI - BS, Italia",,,,"00297190175",1,,
600,"Ekolat d.o.o.","Goriška cesta 11,","5271","5271 Vipava, Slovenija.",,,,"SI29419646",0,,
628,"BALOCCO SPA INDUSTRIA DOLCIARIA","V.SANTA LUCIA, 51","12045","FOSSANO, CN- ITALY",,,,"IT00312060049",1,,
629,"Ausnutria Dairy Ingredients B.V.","Hammerweg 25,","7731","7731 AH Ommen, The Netherlands",,,,"NL856806171B01",0,,
161,"NUTKAO SRL","Via A. De Gasperi 2/RSTU","12040","Fraz. Canove - 12040 Govone",,"0173621260","0173621211","01552270041",1,,
